Protein(g),Carbs(g),Fat(g),Diet_type_mediterranean,Diet_type_vegan,Cuisine_Group_Amerika,Cuisine_Group_Eropa,Cluster
16.26,70.2,21.02,1.0,0.0,0.0,1.0,2
63.92,283.44,115.42,1.0,0.0,0.0,1.0,2
22.95,13.03,52.43999999999999,1.0,0.0,0.0,1.0,2
36.11,111.87,52.669999999999995,1.0,0.0,0.0,1.0,2
53.71,128.07,19.18,1.0,0.0,0.0,1.0,2
49.4,169.6,62.28000000000001,1.0,0.0,0.0,1.0,2
120.08,118.34,48.7,1.0,0.0,0.0,1.0,2
17.82,10.57,19.72,1.0,0.0,0.0,1.0,2
133.84,83.83,32.43,1.0,0.0,0.0,1.0,2
103.54,88.85,144.51,1.0,0.0,0.0,1.0,2
15.59,28.52,36.19,1.0,0.0,0.0,1.0,2
107.91,287.32,75.99,1.0,0.0,0.0,1.0,2
156.4,254.11000000000004,60.3,1.0,0.0,0.0,1.0,2
36.69,156.32,46.86000000000001,1.0,0.0,0.0,1.0,2
98.06,392.51,122.25,1.0,0.0,0.0,1.0,2
66.11,256.88,90.16,1.0,0.0,0.0,1.0,2
43.84,31.94,44.49,1.0,0.0,0.0,1.0,2
34.06,54.17,35.91,1.0,0.0,0.0,1.0,2
88.21,40.02,12.850000000000001,1.0,0.0,0.0,1.0,2
37.88,106.66,56.81,1.0,0.0,0.0,1.0,2
65.39,232.64,74.8,1.0,0.0,0.0,1.0,2
88.07,352.89,122.97,1.0,0.0,0.0,1.0,2
37.35,64.48,107.8,1.0,0.0,0.0,1.0,2
78.2,12.18,44.720000000000006,1.0,0.0,0.0,1.0,2
81.52,130.91,182.29,1.0,0.0,0.0,1.0,2
64.44,294.7,252.4,1.0,0.0,0.0,1.0,2
51.99,192.73,36.48,1.0,0.0,0.0,1.0,2
222.04,249.55,218.59000000000003,1.0,0.0,0.0,1.0,2
104.59,301.23,68.45,1.0,0.0,0.0,1.0,2
54.04,158.03,72.18,1.0,0.0,0.0,1.0,2
212.92,20.97,131.37,1.0,0.0,0.0,1.0,2
58.89,7.65,83.83,1.0,0.0,0.0,1.0,2
15.789999999999997,133.36,27.59,1.0,0.0,0.0,1.0,2
175.75,78.91,115.15,1.0,0.0,0.0,1.0,2
160.22,230.33999999999997,93.64,1.0,0.0,0.0,1.0,2
14.57,15.71,84.57,1.0,0.0,1.0,0.0,3
164.08,374.81,182.36999999999998,1.0,0.0,0.0,1.0,2
100.19,74.38,101.21000000000001,1.0,0.0,0.0,1.0,2
13.63,100.74,49.169999999999995,1.0,0.0,1.0,0.0,3
85.27,189.55,257.96,1.0,0.0,0.0,1.0,2
181.29,95.95,231.94,1.0,0.0,1.0,0.0,3
19.24,58.75999999999999,83.70000000000002,1.0,0.0,1.0,0.0,3
32.76,108.11,26.86,1.0,0.0,0.0,1.0,2
219.7,16.96,119.67,1.0,0.0,0.0,1.0,2
11.97,10.18,16.2,1.0,0.0,0.0,1.0,2
0.49000000000000005,3.01,0.4699999999999999,1.0,0.0,0.0,1.0,2
78.18,59.78999999999999,14.87,1.0,0.0,0.0,1.0,2
32.09,143.97,253.87,1.0,0.0,0.0,1.0,2
37.97,45.47,66.82,1.0,0.0,1.0,0.0,3
194.02,217.71,153.61,1.0,0.0,0.0,1.0,2
5.56,42.09,48.92,1.0,0.0,0.0,1.0,2
124.82,254.41999999999996,152.74,1.0,0.0,0.0,1.0,2
123.91,368.32,94.36999999999999,1.0,0.0,1.0,0.0,3
14.99,66.76,35.63,1.0,0.0,0.0,1.0,2
14.74,66.78,9.22,1.0,0.0,0.0,1.0,2
42.2,192.58,63.85,1.0,0.0,0.0,1.0,2
36.4,31.120000000000005,63.61,1.0,0.0,0.0,1.0,2
153.5,161.76,99.42,1.0,0.0,0.0,1.0,2
20.31,40.51,16.6,1.0,0.0,0.0,1.0,2
78.27,60.43,14.939999999999998,1.0,0.0,0.0,1.0,2
54.37,5.12,63.36,1.0,0.0,0.0,1.0,2
196.11,424.6,56.57999999999999,1.0,0.0,1.0,0.0,3
30.47,6.71,79.32,1.0,0.0,0.0,1.0,2
157.08,4.13,203.02000000000004,1.0,0.0,0.0,1.0,2
69.95,117.51,42.43,1.0,0.0,0.0,1.0,2
12.42,16.03,47.0,1.0,0.0,0.0,1.0,2
9.33,66.12,151.73,1.0,0.0,0.0,1.0,2
8.17,24.54,9.86,1.0,0.0,1.0,0.0,3
51.98,75.46,20.73,1.0,0.0,0.0,1.0,2
202.68,347.95,223.18,1.0,0.0,0.0,1.0,2
25.91,173.42,1.7600000000000002,1.0,0.0,1.0,0.0,3
28.99,275.69,22.43,1.0,0.0,0.0,1.0,2
91.34,114.09,305.39,1.0,0.0,1.0,0.0,3
73.61,211.5,34.84,1.0,0.0,0.0,1.0,2
7.830000000000001,23.26,28.67,1.0,0.0,1.0,0.0,3
78.14,54.23,110.34,1.0,0.0,0.0,1.0,2
120.35,97.18,216.43999999999997,1.0,0.0,0.0,1.0,2
97.66,148.43,128.5,1.0,0.0,0.0,1.0,2
60.17,5.18,67.17,1.0,0.0,0.0,1.0,2
9.61,97.15,56.730000000000004,1.0,0.0,1.0,0.0,3
93.01,295.81,63.96999999999999,1.0,0.0,0.0,1.0,2
4.91,17.12,52.21,1.0,0.0,0.0,1.0,2
17.04,79.11,58.81,1.0,0.0,0.0,1.0,2
48.11,194.24,58.470000000000006,1.0,0.0,0.0,1.0,2
20.4,112.23,20.73,1.0,0.0,1.0,0.0,3
1.33,6.1,76.91,1.0,0.0,0.0,1.0,2
16.06,3.49,26.79,1.0,0.0,0.0,1.0,2
126.18,271.03,129.4,1.0,0.0,0.0,1.0,2
93.01,295.81,63.96999999999999,1.0,0.0,0.0,1.0,2
18.51,71.82,19.35,1.0,0.0,0.0,1.0,2
105.38,132.84,138.37,1.0,0.0,0.0,1.0,2
0.78,4.29,0.58,1.0,0.0,0.0,1.0,2
41.31,137.53,44.64999999999999,1.0,0.0,0.0,1.0,2
36.98,30.730000000000004,49.970000000000006,1.0,0.0,0.0,1.0,2
86.6,141.45,46.35,1.0,0.0,0.0,1.0,2
72.02,234.73999999999998,114.23000000000002,1.0,0.0,0.0,1.0,2
72.84,164.58,31.77,1.0,0.0,0.0,1.0,2
38.53,66.3,37.83,1.0,0.0,0.0,1.0,2
37.62,128.86,37.84,1.0,0.0,0.0,1.0,2
9.34,20.65,24.420000000000005,1.0,0.0,0.0,1.0,2
117.79,341.13,117.64,1.0,0.0,0.0,1.0,2
1.3,7.99,108.28,1.0,0.0,0.0,1.0,2
36.94,16.97,50.1,1.0,0.0,0.0,1.0,2
7.46,62.84,28.91,1.0,0.0,0.0,1.0,2
25.42,29.499999999999996,57.79,1.0,0.0,0.0,1.0,2
48.32,39.28,65.74,1.0,0.0,0.0,1.0,2
51.65,170.52,50.8,1.0,0.0,0.0,1.0,2
71.42,18.31,153.77,1.0,0.0,0.0,1.0,2
83.46,103.01,76.1,1.0,0.0,0.0,1.0,2
181.08,106.71,192.38,1.0,0.0,0.0,1.0,2
112.56,256.94,174.63,1.0,0.0,0.0,1.0,2
24.3,86.45,29.49,1.0,0.0,0.0,1.0,2
92.69,133.64,134.27,1.0,0.0,0.0,1.0,2
11.39,34.69,29.76,1.0,0.0,0.0,1.0,2
52.25,79.67,130.93,1.0,0.0,0.0,1.0,2
56.22,241.14999999999998,243.69,1.0,0.0,0.0,1.0,2
99.81,27.97,91.99000000000001,1.0,0.0,0.0,1.0,2
170.71,23.08,195.11999999999998,1.0,0.0,0.0,1.0,2
7.54,20.8,15.11,1.0,0.0,0.0,1.0,2
142.2,56.24,162.61,1.0,0.0,0.0,1.0,2
4.04,15.53,5.2,1.0,0.0,0.0,1.0,2
67.5,27.99,33.7,1.0,0.0,0.0,1.0,2
9.35,21.07,1.7,1.0,0.0,1.0,0.0,3
43.65,124.89,46.1,1.0,0.0,0.0,1.0,2
18.75,18.86,51.67,1.0,0.0,0.0,1.0,2
38.93,110.67,28.15,1.0,0.0,0.0,1.0,2
1.43,6.65,27.35,1.0,0.0,0.0,1.0,2
2.07,9.93,34.55,1.0,0.0,0.0,1.0,2
11.34,34.34,29.74,1.0,0.0,0.0,1.0,2
86.73,313.4,95.07,1.0,0.0,0.0,1.0,2
171.66,241.69000000000003,38.67,1.0,0.0,0.0,1.0,2
130.34,128.61,162.46,1.0,0.0,1.0,0.0,3
88.05,54.15,42.11,1.0,0.0,0.0,1.0,2
125.65,66.02,208.96,1.0,0.0,0.0,1.0,2
21.97,70.41,14.399999999999999,1.0,0.0,0.0,1.0,2
55.19,211.54,29.399999999999995,1.0,0.0,0.0,1.0,2
28.94,148.29,38.09,1.0,0.0,0.0,1.0,2
19.64,64.67,2.54,1.0,0.0,0.0,1.0,2
105.38,276.44,109.63999999999999,1.0,0.0,0.0,1.0,2
100.61,324.12,41.24,1.0,0.0,0.0,1.0,2
67.17,31.660000000000004,81.51,1.0,0.0,0.0,1.0,2
118.06,89.77,166.34,1.0,0.0,0.0,1.0,2
32.18,21.15,113.26,1.0,0.0,0.0,1.0,2
86.6,146.39,142.78,1.0,0.0,0.0,1.0,2
22.33,13.91,19.41,1.0,0.0,0.0,1.0,2
83.34,33.39,29.8,1.0,0.0,0.0,1.0,2
4.78,16.13,54.57000000000001,1.0,0.0,0.0,1.0,2
60.23,23.96,68.92,1.0,0.0,0.0,1.0,2
106.28,201.71,155.3,1.0,0.0,0.0,1.0,2
46.24,60.14,127.25,1.0,0.0,0.0,1.0,2
131.06,333.39,111.16,1.0,0.0,0.0,1.0,2
66.32,80.08,77.63,1.0,0.0,0.0,1.0,2
81.46,159.34,72.98,1.0,0.0,0.0,1.0,2
85.99,106.14,113.46000000000001,1.0,0.0,1.0,0.0,3
146.51,256.79,100.10999999999999,1.0,0.0,0.0,1.0,2
8.74,34.9,48.95,1.0,0.0,0.0,1.0,2
39.09,100.57,13.04,1.0,0.0,1.0,0.0,3
38.46,117.25999999999999,32.69,1.0,0.0,0.0,1.0,2
129.3,160.68,124.17,1.0,0.0,0.0,1.0,2
72.87,259.08,135.85,1.0,0.0,0.0,1.0,2
73.23,334.02,63.35,1.0,0.0,0.0,1.0,2
230.45,36.8,261.35,1.0,0.0,0.0,1.0,2
10.79,86.97,28.129999999999995,1.0,0.0,0.0,1.0,2
23.12,7.63,21.32,1.0,0.0,0.0,1.0,2
106.2,125.7,188.29,1.0,0.0,0.0,1.0,2
107.91,139.13,133.72,1.0,0.0,0.0,1.0,2
26.51,34.25,14.15,1.0,0.0,0.0,1.0,2
86.09,151.77,141.22,1.0,0.0,0.0,1.0,2
177.75,58.50000000000001,237.46,1.0,0.0,0.0,1.0,2
93.0,143.27,99.0,1.0,0.0,0.0,1.0,2
62.99,246.68999999999997,38.29,1.0,0.0,0.0,1.0,2
22.75,62.92,44.78,1.0,0.0,0.0,1.0,2
56.86,156.85,104.19,1.0,0.0,0.0,1.0,2
151.81,210.45,101.45,1.0,0.0,0.0,1.0,2
54.25,230.66999999999996,78.12,1.0,0.0,0.0,1.0,2
72.64,50.26,17.2,1.0,0.0,0.0,1.0,2
11.5,52.16,31.03,1.0,0.0,0.0,1.0,2
41.83,162.21,28.799999999999997,1.0,0.0,0.0,1.0,2
171.12,57.68000000000001,106.51,1.0,0.0,0.0,1.0,2
69.3,87.61,153.15,1.0,0.0,0.0,1.0,2
105.42,96.43,48.64,1.0,0.0,0.0,1.0,2
122.07,21.35,70.87,1.0,0.0,0.0,1.0,2
36.6,30.78,238.37999999999997,1.0,0.0,0.0,1.0,2
111.07,36.19,35.41,1.0,0.0,0.0,1.0,2
130.66,278.76,198.90000000000003,1.0,0.0,0.0,1.0,2
85.6,204.82,132.69,1.0,0.0,0.0,1.0,2
177.78,408.92,203.04999999999998,1.0,0.0,0.0,1.0,2
129.13,8.13,73.69,1.0,0.0,1.0,0.0,3
32.87,279.11,56.05,1.0,0.0,0.0,1.0,2
58.03,270.82,27.04,1.0,0.0,0.0,1.0,2
112.74,149.35,109.85,1.0,0.0,0.0,1.0,2
10.66,46.93,19.96,1.0,0.0,0.0,1.0,2
13.18,30.07,12.17,1.0,0.0,0.0,1.0,2
108.18,116.48,78.68,1.0,0.0,0.0,1.0,2
37.17,363.43,39.18,1.0,0.0,0.0,1.0,2
30.4,154.47,59.88,1.0,0.0,0.0,1.0,2
135.89,414.04,52.52,1.0,0.0,0.0,1.0,2
22.94,63.2,43.04,1.0,0.0,0.0,1.0,2
38.43,177.62,19.1,1.0,0.0,0.0,1.0,2
167.58,48.5,103.85,1.0,0.0,0.0,1.0,2
15.61,49.44,14.73,1.0,0.0,0.0,1.0,2
27.8,134.01,24.77,1.0,0.0,0.0,1.0,2
53.13,124.98000000000002,40.1,1.0,0.0,0.0,1.0,2
122.02,292.21,123.83,1.0,0.0,1.0,0.0,3
31.25,137.82,25.67,1.0,0.0,0.0,1.0,2
60.57,26.31,71.94,1.0,0.0,0.0,1.0,2
60.4,88.3,63.35,1.0,0.0,0.0,1.0,2
146.76,49.0,47.10999999999999,1.0,0.0,0.0,1.0,2
170.57,179.81,43.83,1.0,0.0,0.0,1.0,2
9.14,63.49,42.05,1.0,0.0,0.0,1.0,2
129.12,353.11,119.32,1.0,0.0,0.0,1.0,2
96.92,26.12,71.46,1.0,0.0,0.0,1.0,2
26.76,141.68,55.75,1.0,0.0,0.0,1.0,2
11.84,53.35,15.66,1.0,0.0,0.0,1.0,2
135.33,315.5,59.15,1.0,0.0,0.0,1.0,2
79.11,261.67,111.74,1.0,0.0,0.0,1.0,2
51.59,188.76,89.75000000000001,1.0,0.0,0.0,1.0,2
95.4,32.96,137.63,1.0,0.0,0.0,1.0,2
141.96,222.05,61.18999999999999,1.0,0.0,0.0,1.0,2
11.56,29.910000000000004,43.57,1.0,0.0,0.0,1.0,2
21.47,181.58,30.310000000000002,1.0,0.0,0.0,1.0,2
6.45,18.39,18.8,1.0,0.0,0.0,1.0,2
71.5,244.12,92.82,1.0,0.0,0.0,1.0,2
117.42,38.05,87.38000000000001,1.0,0.0,0.0,1.0,2
137.88,343.99,191.5,1.0,0.0,0.0,1.0,2
137.24,321.47,28.23,1.0,0.0,0.0,1.0,2
197.84,63.17,58.21,1.0,0.0,0.0,1.0,2
64.69,138.02,127.42,1.0,0.0,0.0,1.0,2
70.87,315.74,67.61,1.0,0.0,0.0,1.0,2
71.77,29.34,52.22,1.0,0.0,0.0,1.0,2
42.14,198.46,26.019999999999996,1.0,0.0,0.0,1.0,2
50.06,240.54000000000002,66.9,1.0,0.0,0.0,1.0,2
62.61,198.84,104.81,1.0,0.0,0.0,1.0,2
49.8,154.59,40.87,1.0,0.0,1.0,0.0,3
41.93,166.85,37.79,1.0,0.0,0.0,1.0,2
169.65,125.36,85.39,1.0,0.0,0.0,1.0,2
142.92,19.53,139.76,1.0,0.0,0.0,1.0,2
215.8,222.47,259.02,1.0,0.0,0.0,1.0,2
32.17,33.94,54.82999999999999,1.0,0.0,0.0,1.0,2
44.28,204.34,48.32,1.0,0.0,0.0,1.0,2
138.99,151.85,175.94,1.0,0.0,0.0,1.0,2
25.63,145.44,9.52,1.0,0.0,0.0,1.0,2
8.07,22.65,29.26,1.0,0.0,0.0,1.0,2
78.98,223.25,33.87,1.0,0.0,0.0,1.0,2
91.64,294.27,161.8,1.0,0.0,0.0,1.0,2
35.8,164.42,16.26,1.0,0.0,0.0,1.0,2
40.69,120.6,37.82,1.0,0.0,0.0,1.0,2
27.77,112.44,21.51,1.0,0.0,0.0,1.0,2
64.47,68.21,52.510000000000005,1.0,0.0,0.0,1.0,2
99.04,259.03,21.87,1.0,0.0,0.0,1.0,2
71.0,411.54,22.85,1.0,0.0,0.0,1.0,2
24.77,27.31,31.06,1.0,0.0,0.0,1.0,2
105.56,143.68,113.1,1.0,0.0,0.0,1.0,2
63.3,180.81,48.54999999999999,1.0,0.0,0.0,1.0,2
73.68,386.23,93.56000000000002,1.0,0.0,0.0,1.0,2
122.99,62.6,85.09,1.0,0.0,0.0,1.0,2
87.19,154.22,40.48,1.0,0.0,0.0,1.0,2
125.61999999999999,181.54,182.68000000000004,1.0,0.0,0.0,1.0,2
140.17,273.14,161.53,1.0,0.0,0.0,1.0,2
29.91,125.14,19.34,1.0,0.0,0.0,1.0,2
162.47,39.46,196.29,1.0,0.0,0.0,1.0,2
108.94,183.42,32.29,1.0,0.0,0.0,1.0,2
57.87,207.63,63.58,1.0,0.0,0.0,1.0,2
37.29,142.11,55.95,1.0,0.0,0.0,1.0,2
35.57,150.33,51.7,1.0,0.0,0.0,1.0,2
145.46,121.61999999999999,92.06,1.0,0.0,0.0,1.0,2
15.909999999999998,41.88,129.32,1.0,0.0,0.0,1.0,2
22.94,76.22,43.43,1.0,0.0,0.0,1.0,2
0.67,4.8,108.3,1.0,0.0,0.0,1.0,2
118.23,110.53,78.84,1.0,0.0,0.0,1.0,2
121.99,159.24,111.56,1.0,0.0,0.0,1.0,2
85.41,74.04,50.78,1.0,0.0,1.0,0.0,3
197.51,99.69,41.37,1.0,0.0,0.0,1.0,2
68.02,196.24,241.91,1.0,0.0,0.0,1.0,2
50.08,160.41,50.8,1.0,0.0,0.0,1.0,2
43.94,30.83,33.21,1.0,0.0,0.0,1.0,2
57.02,141.24,87.62,1.0,0.0,0.0,1.0,2
98.79,114.26,56.14,1.0,0.0,0.0,1.0,2
59.97,175.09,58.72999999999999,1.0,0.0,0.0,1.0,2
23.05,95.51,140.45,1.0,0.0,0.0,1.0,2
60.32,413.17,46.160000000000004,1.0,0.0,0.0,1.0,2
165.23,29.57,47.17,1.0,0.0,0.0,1.0,2
45.74,95.12,113.15,1.0,0.0,1.0,0.0,3
172.43,252.28999999999996,163.0,1.0,0.0,0.0,1.0,2
111.85,173.92,211.19,1.0,0.0,0.0,1.0,2
125.98,162.34,82.14,1.0,0.0,0.0,1.0,2
78.78,210.05,240.84,1.0,0.0,0.0,1.0,2
153.2,363.39,176.94,1.0,0.0,0.0,1.0,2
44.39,80.7,67.79,1.0,0.0,0.0,1.0,2
175.76,66.7,182.09999999999997,1.0,0.0,0.0,1.0,2
191.86,244.34,210.30000000000004,1.0,0.0,0.0,1.0,2
109.85,244.75999999999996,73.04,1.0,0.0,0.0,1.0,2
163.65,153.36,267.38,1.0,0.0,0.0,1.0,2
74.0,340.61,209.49,1.0,0.0,0.0,1.0,2
14.05,77.71,3.07,1.0,0.0,1.0,0.0,3
49.02,174.17,77.15,1.0,0.0,0.0,1.0,2
140.82,94.66,111.77,1.0,0.0,0.0,1.0,2
51.1,214.62,79.52,1.0,0.0,0.0,1.0,2
11.0,91.99,47.62,1.0,0.0,0.0,1.0,2
124.68,105.99,56.88999999999999,1.0,0.0,1.0,0.0,3
111.52,164.39,76.33,1.0,0.0,0.0,1.0,2
214.21,14.59,62.09,1.0,0.0,0.0,1.0,2
53.13,158.56,71.36,1.0,0.0,0.0,1.0,2
62.99,145.51,116.56,1.0,0.0,0.0,1.0,2
80.41,248.80999999999997,39.6,1.0,0.0,0.0,1.0,2
20.54,17.46,133.1,1.0,0.0,0.0,1.0,2
5.61,25.78,28.7,1.0,0.0,1.0,0.0,3
64.35,42.01,164.34,1.0,0.0,0.0,1.0,2
69.48,26.37,114.28,1.0,0.0,0.0,1.0,2
6.47,40.12,2.25,1.0,0.0,0.0,1.0,2
102.72,23.97,53.77000000000001,1.0,0.0,0.0,1.0,2
15.45,45.81,9.41,1.0,0.0,0.0,1.0,2
171.67,35.61,247.09,1.0,0.0,0.0,1.0,2
64.53,133.6,130.47,1.0,0.0,0.0,1.0,2
46.87,48.09,40.92,1.0,0.0,0.0,1.0,2
57.6,308.47,47.09000000000001,1.0,0.0,0.0,1.0,2
188.31,13.38,53.22,1.0,0.0,0.0,1.0,2
104.44,124.69,71.82,1.0,0.0,0.0,1.0,2
237.99,38.81,245.98999999999998,1.0,0.0,1.0,0.0,3
20.38,50.79,33.34,1.0,0.0,0.0,1.0,2
44.04,201.55,184.53,1.0,0.0,0.0,1.0,2
148.98,296.25,65.78,1.0,0.0,0.0,1.0,2
3.2,24.32,0.83,1.0,0.0,0.0,1.0,2
13.35,13.37,16.76,1.0,0.0,0.0,1.0,2
107.03,106.72,136.32,1.0,0.0,0.0,1.0,2
11.44,66.82,42.37,1.0,0.0,0.0,1.0,2
166.18,378.9,57.98,1.0,0.0,0.0,1.0,2
107.24,295.63,94.26,1.0,0.0,0.0,1.0,2
1.8,6.98,0.31,1.0,0.0,1.0,0.0,3
17.35,106.17,27.99,1.0,0.0,0.0,1.0,2
57.92,47.91,76.64,1.0,0.0,0.0,1.0,2
48.66,136.81,41.74,1.0,0.0,0.0,1.0,2
30.650000000000002,62.27,59.26,1.0,0.0,0.0,1.0,2
52.21,193.39,79.48,1.0,0.0,0.0,1.0,2
9.37,22.46,15.46,1.0,0.0,0.0,1.0,2
42.77,197.96,47.92,1.0,0.0,0.0,1.0,2
7.29,49.74,15.09,1.0,0.0,0.0,1.0,2
5.6,27.96,14.45,1.0,0.0,0.0,1.0,2
14.2,47.61,65.84,1.0,0.0,0.0,1.0,2
47.73,339.45,30.88,1.0,0.0,0.0,1.0,2
37.51,49.78,58.72999999999999,1.0,0.0,0.0,1.0,2
135.03,56.64,207.86,1.0,0.0,0.0,1.0,2
4.4,20.74,1.09,1.0,0.0,0.0,1.0,2
165.98,434.59,177.45,1.0,0.0,0.0,1.0,2
4.33,23.41,6.15,1.0,0.0,0.0,1.0,2
43.04,110.04,52.15,1.0,0.0,0.0,1.0,2
62.92999999999999,77.31,49.84,1.0,0.0,0.0,1.0,2
4.06,24.72,0.8900000000000001,1.0,0.0,0.0,1.0,2
33.43,189.81,18.43,1.0,0.0,0.0,1.0,2
152.21,24.81,282.77,1.0,0.0,0.0,1.0,2
93.4,8.0,167.2,1.0,0.0,0.0,1.0,2
4.95,70.02,41.6,1.0,0.0,0.0,1.0,2
12.12,52.16,64.52,1.0,0.0,0.0,1.0,2
48.42,166.33,39.19,1.0,0.0,0.0,1.0,2
10.04,17.74,22.29,1.0,0.0,0.0,1.0,2
109.0,249.03000000000003,32.58,1.0,0.0,1.0,0.0,3
34.64,140.78,45.99999999999999,1.0,0.0,0.0,1.0,2
20.66,6.6,16.35,1.0,0.0,0.0,1.0,2
103.07,8.12,40.11,1.0,0.0,0.0,1.0,2
45.36,240.07,116.78999999999999,1.0,0.0,0.0,1.0,2
14.45,24.17,55.61000000000001,1.0,0.0,0.0,1.0,2
87.67,51.19,65.71,1.0,0.0,0.0,1.0,2
221.49,36.3,110.78,1.0,0.0,0.0,1.0,2
110.91,41.82,171.06,1.0,0.0,0.0,1.0,2
45.14,415.71,64.81,1.0,0.0,0.0,1.0,2
24.15,41.64,25.659999999999997,1.0,0.0,0.0,1.0,2
51.62,218.53,109.59,1.0,0.0,0.0,1.0,2
55.8,277.97,91.88,1.0,0.0,0.0,1.0,2
133.83,188.22,156.16,1.0,0.0,0.0,1.0,2
68.38,37.24,94.82,1.0,0.0,0.0,1.0,2
11.4,92.65,24.940000000000005,1.0,0.0,0.0,1.0,2
240.19,255.96,259.63,1.0,0.0,1.0,0.0,3
111.25,26.36,62.11,1.0,0.0,0.0,1.0,2
81.41,244.69999999999996,202.18,1.0,0.0,0.0,1.0,2
44.21,133.17,51.31000000000001,1.0,0.0,0.0,1.0,2
77.34,272.43,86.57,1.0,0.0,0.0,1.0,2
159.23,36.33,322.68,1.0,0.0,0.0,1.0,2
105.78,27.81,60.86999999999999,1.0,0.0,0.0,1.0,2
99.1,104.32,144.97,1.0,0.0,0.0,1.0,2
89.62,205.69,114.48,1.0,0.0,0.0,1.0,2
46.55,4.22,33.37,1.0,0.0,0.0,1.0,2
120.69,31.780000000000005,18.44,1.0,0.0,0.0,1.0,2
175.38,47.96,36.52,1.0,0.0,0.0,1.0,2
71.14,325.72,101.73,1.0,0.0,0.0,1.0,2
137.89,60.11999999999999,161.56,1.0,0.0,0.0,1.0,2
99.73,34.25,25.48,1.0,0.0,0.0,1.0,2
116.22,29.22,110.62,1.0,0.0,0.0,1.0,2
32.72,4.22,71.58,1.0,0.0,0.0,1.0,2
7.58,44.38,17.9,1.0,0.0,0.0,1.0,2
47.97,20.25,3.55,1.0,0.0,0.0,1.0,2
30.930000000000003,5.0,85.77,1.0,0.0,0.0,1.0,2
145.5,406.38,92.94000000000001,1.0,0.0,0.0,1.0,2
184.63,23.21,102.71,1.0,0.0,0.0,1.0,2
64.16,191.01,30.18,1.0,0.0,0.0,1.0,2
68.9,159.98,78.87,1.0,0.0,0.0,1.0,2
2.75,7.13,46.49,1.0,0.0,0.0,1.0,2
21.86,15.110000000000001,67.9,1.0,0.0,1.0,0.0,3
38.09,3.39,73.23,1.0,0.0,0.0,1.0,2
131.41,18.79,50.07,1.0,0.0,0.0,1.0,2
20.63,6.47,15.850000000000001,1.0,0.0,0.0,1.0,2
135.97,100.77,99.0,1.0,0.0,0.0,1.0,2
110.27,93.77,72.73,1.0,0.0,1.0,0.0,3
229.34,58.13999999999999,94.59,1.0,0.0,0.0,1.0,2
19.37,110.72,34.91,1.0,0.0,0.0,1.0,2
41.38,55.18,45.58,1.0,0.0,0.0,1.0,2
153.09,34.81,65.95,1.0,0.0,0.0,1.0,2
57.45,5.76,43.23,1.0,0.0,0.0,1.0,2
101.91,38.31,54.92,1.0,0.0,0.0,1.0,2
178.37,460.01,88.98999999999998,1.0,0.0,0.0,1.0,2
1.91,3.7699999999999996,28.61,1.0,0.0,0.0,1.0,2
63.71999999999999,323.17,55.769999999999996,1.0,0.0,0.0,1.0,2
101.1,9.13,94.61,1.0,0.0,0.0,1.0,2
55.29,118.22,24.0,1.0,0.0,0.0,1.0,2
15.879999999999999,54.24,84.01000000000002,1.0,0.0,0.0,1.0,2
214.64,56.48,125.46,1.0,0.0,0.0,1.0,2
75.73,402.65,44.31000000000001,1.0,0.0,0.0,1.0,2
0.69,3.6900000000000004,34.64,1.0,0.0,0.0,1.0,2
167.58,14.490000000000002,37.43,1.0,0.0,0.0,1.0,2
38.86,188.14,60.51,1.0,0.0,0.0,1.0,2
17.4,46.08,10.77,1.0,0.0,0.0,1.0,2
25.77,22.91,33.02,1.0,0.0,0.0,1.0,2
4.05,28.59,6.07,1.0,0.0,0.0,1.0,2
36.46,179.52,96.0,1.0,0.0,0.0,1.0,2
175.44,56.6,109.14000000000001,1.0,0.0,0.0,1.0,2
9.92,58.089999999999996,56.15,1.0,0.0,0.0,1.0,2
168.62,376.92,54.76,1.0,0.0,0.0,1.0,2
2.59,25.3,27.67,1.0,0.0,0.0,1.0,2
22.18,53.17,58.03,1.0,0.0,0.0,1.0,2
27.54,177.77,57.07,1.0,0.0,0.0,1.0,2
83.29,338.17,95.9,1.0,0.0,0.0,1.0,2
54.35,453.4,85.29000000000002,1.0,0.0,0.0,1.0,2
20.38,89.0,26.82,1.0,0.0,0.0,1.0,2
13.53,14.72,47.74999999999999,1.0,0.0,0.0,1.0,2
72.81,370.69,29.159999999999997,1.0,0.0,0.0,1.0,2
32.91,98.66,73.52,1.0,0.0,0.0,1.0,2
169.85,155.51,245.76,1.0,0.0,0.0,1.0,2
121.53,59.25999999999999,57.06,1.0,0.0,0.0,1.0,2
42.61,82.49,48.25,1.0,0.0,1.0,0.0,3
182.08,138.15,111.86000000000001,1.0,0.0,0.0,1.0,2
69.57,257.77,77.07,1.0,0.0,0.0,1.0,2
143.32,280.48,98.51999999999998,1.0,0.0,0.0,1.0,2
36.2,12.31,13.900000000000002,1.0,0.0,0.0,1.0,2
55.92,241.32,112.54,1.0,0.0,0.0,1.0,2
92.89,275.53,85.94000000000001,1.0,0.0,0.0,1.0,2
36.57,45.6,111.89,1.0,0.0,0.0,1.0,2
9.06,37.93,12.410000000000002,1.0,0.0,0.0,1.0,2
51.04,6.25,73.12,1.0,0.0,0.0,1.0,2
